title,desc,link,country
UNDERSTANDING THE NEEDS OF REFUGEES THROUGH HARNESING BIG DATA,"Lebanon continues to host the largest number of refugees relative to its national population, where 1 in 6 people is a refugee. Since 2011 over 5 million Syrian refugees and 6 million internally displaced persons (IDPs) have been forcibly displaced due t",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16103543882534190,"North and Bekaa governorate,"
The Lagos Slums Project,"The Slum Project is the brainchild of Adeola, a GIS consultant, Drone expert, and Mentor to young girls who desire to grow in the drone technology/photography/videography and GIS space. There are over 500 slums in the Lagos metropolis and as such it pose",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121763186638724,Nigeria
Sustainability Digital Platform,Sustainability Digital Platform project supported the non governmental sectors or charities by allowing them to register to stc as a beneficiary and avail volunteering opportunities to stc employees covering the COVID opportunities engagement which has a,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121807922315955,Saudi Arabia
Prosthesis,Prothesis Domain is mainly working on the prosthesis and is responsible for creating products for people having physical impairments whether it’s the loss of limbs or the need of additional support. We working on passive foot design that is more energy e,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16110512338458244,Pakistan
Mobile App for the Elimination of Gender Based Violence,"It was proposed to develop a mobile application (App) for victims of GBV in Mauritius which will be operational 24 hour, seven days a week. In line with international experiences, such App serve to increase Victim’s Safety by providing the right platform",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115946523583986,Mauritius
Missing and Found Pets Search Service,Missing and found pets search service is the first citywide project in Russia for searching for missing pets launched on the official portal of the Moscow Mayor mos.ru . The service can be accessed both by those who have lost their pet and those who have,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115865028146396,"Moscow,"
Preventing abuse of ICTs against women in Bangladesh through Community Media,"Women in Bangladesh are targeted by online and technology facilitated violence and harassment. While the expansion of ICT and growing internet penetration are considered as positive indicators of development in the country, but their interaction with cer",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115879549781308,Bangladesh
Minors Relations Management System,"Minors Relations Management System (MRMS)is one of the digital Transformation Initiatives of the General Authority for Minors Affairs focusing on providing Social ,Financial ,legal ,Investment , real estate  as well as care and guidance services  for Min",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112298685334682,"Qatar,"
"Public, Private, People, Partnership Digital Innovation Hub","4PDIH connects and empowers an ecosystem of industry, education, public administration and communities to digitally transform Slovenian society and economy.It serves as a one-stop-shop for inclusive digital transformation and digital competence developme",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113321603515194,Slovenia
COVID19 emergency response: Venezuelan Migrants,"""Since Covid 19 started, Fundación Abba Colombia is developing a key work in frontline response; Together with national authorities the organization is helping and providing aid to migrants Venezuelan families who have been affected during COVID19 in the",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16106129177121722,Colombia
Digital Community Center Project,"Digital Community Center (DCC) is a learning center for community to use and take advantage of digital technology. With the intention to reduce inequality, create economic and social value through digital technology. Its target groups are all groups of p",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16045588332512297,Thailand
Construction of gender in the commercial television advertising discourse of Cubavisión Internacional,"This research characterizes the construction of gender in the commercial advertising discourse present in the exchange programming of the Cuban television channel Cubavisión Internacional (CVI), during the year 2019, from a qualitative perspective. The M",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121893091997992,Cuba
CONNECT & STOP VIOLENCE - You can save lives with one click,"In France, at 2019, XXIst Century, over 200’000 women live with a violent consort, 94’000 women victims of rape or attempted rape, 4 million of people victims of incest, 1.2 M of women victims of sexist injuries and one in three employees claims to have",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115900474551174,France
Apprise Audit,"""As the COVID-19 pandemic has disrupted supply chains around the world, stakeholders have been engaging the Apprise Audit team to discuss potential modifications to the application as they adapt and adjust its operational usage in the evolving circumstan",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16105447593232442,Bangladesh
"#SíHayExpertas. Commitment to promote gender equality in panels, conferences and publications.","Women's participation brings countless benefits: innovation, creativity, productivity, growth, peacemaking and social spillovers. That is why the voice of female experts needs to be heard in all public forums, particularly in the digital ecosystem. Howe",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114305313428474,Latin America and the Caribbean
Charitable Fundraising Service of Moscow,"Charitable Fundraising Service is a project of the Moscow Government dedicated to the development of the charitable initiatives within the city. The project has become the first instrument to allow making donations at the official Moscow Mayor web-site,",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16087990875410159,"Moscow,"
"Telegram bot ""DyikanDos""","Many different digital solutions and products are being created, many books and various information, but farmers do not know about them, and farmers also have many template questions. The telegram bot serves as a tool for providing information to farmers",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16122031506634713,Kyrgyzstan
"""Let's be Friends!"" Project","""Let's be Friends!"" is forming an institution of mentoring orphans, children left without parental care and in difficult life situation. Participants can choose one of options for participation: - social volunteering (tutoring, labor volunteering, organi",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121785239905356,"Moscow,"
Sustainable food production in modern cities,"Great system to grow food automatically in places where people are living. Technology of vertical farming. sofwtare and hardware. iFarm innovation is in technology, we are combining together all modern hardware and software developments and researches. i",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16119237169506437,Eastern Europe
Click Wisely Campaign: Online Public Awareness on Internet Safety and Security,"Click Wisely Campaign: Online Public Awareness on Internet Safety and Security takes a holistic approach on awareness and education on Internet safety and security by promoting a shared culture of responsibility with families, schools, industry, governme",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114803726187871,Malaysia
"Real-time digital food supply chain auditing, powered by blockchain","Improves food chain traceability, food safety and consumer transparency, while reducing food wastage. The objective is three-fold:  First, to provide end-to-end supply chain traceability to all food chain actors; Second, to leverage new technologies to h",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16119342772249492,Eastern Europe
Pixofarm,"Category 5 – Food loss and waste / Food safety and traceability Category 3 – Agriculture innovations systems and sustainable farming Pixofarm is a digital solution, which empowers fruit producers worldwide to get the most out of their orchards by providi",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121106566196652,Austria
